id,pais,materia,grado,tema,tema_descripcion,tema_orden,parametro,codigo,nivel,nivel_nombre,porcentaje_nivel,puntaje_promedio,puntaje_significancia,quintil,quintil_puntaje,quintil_significancia,nota_tooltip,nota_grafico
0,ar,Matemáticas,3,general_pais,,1,Todos,ARGMatemáticas3Todos,3,Nivel III,0.26560712,713.5427396,,Quintil_1,688.4135372,,,
0,ar,Matemáticas,3,general_pais,,1,Todos,ARGMatemáticas3Todos,4,Nivel IV,0.08107248,713.5427396,,Quintil_1,688.4135372,,,
0,ar,Matemáticas,6,general_pais,,1,Todos,ARGMatemáticas6Todos,1,Nivel I,0.36845105,717.7561166,,Quintil_1,681.653201,,,
0,ar,Matemáticas,6,general_pais,,1,Todos,ARGMatemáticas6Todos,2,Nivel II,0.42455525,717.7561166,,Quintil_1,681.653201,,,
0,ar,Matemáticas,6,general_pais,,1,Todos,ARGMatemáticas6Todos,3,Nivel III,0.15941946,717.7561166,,Quintil_1,681.653201,,,
0,ar,Matemáticas,6,general_pais,,1,Todos,ARGMatemáticas6Todos,4,Nivel IV,0.04757423,717.7561166,,Quintil_1,681.653201,,,
0,ar,Ciencias,6,general_pais,,1,Todos,ARGCiencias6Todos,1,Nivel I,0.40071181,699.1640783,,Quintil_5,734.6258277,,,
0,ar,Ciencias,6,general_pais,,1,Todos,ARGCiencias6Todos,2,Nivel II,0.38844058,699.1640783,,Quintil_5,734.6258277,,,
0,ar,Ciencias,6,general_pais,,1,Todos,ARGCiencias6Todos,3,Nivel III,0.15306127,699.1640783,,Quintil_5,734.6258277,,,
0,ar,Ciencias,6,general_pais,,1,Todos,ARGCiencias6Todos,4,Nivel IV,0.05778634,699.1640783,,Quintil_5,734.6258277,,,
0,ar,Lectura,3,general_pais,,1,Todos,ARGLectura3Todos,1,Nivel I,0.38463263,701.8829929,,Quintil_5,747.7309539,,,
0,ar,Lectura,3,general_pais,,1,Todos,ARGLectura3Todos,2,Nivel II,0.22681956,701.8829929,,Quintil_5,747.7309539,,,
0,ar,Lectura,3,general_pais,,1,Todos,ARGLectura3Todos,3,Nivel III,0.26673862,701.8829929,,Quintil_5,747.7309539,,,
0,ar,Lectura,3,general_pais,,1,Todos,ARGLectura3Todos,4,Nivel IV,0.12180918,701.8829929,,Quintil_5,747.7309539,,,
0,ar,Lectura,6,general_pais,,1,Todos,ARGLectura6Todos,1,Nivel I,0.16744804,706.7039408,,Quintil_5,745.5263737,,,
0,ar,Lectura,6,general_pais,,1,Todos,ARGLectura6Todos,2,Nivel II,0.50727749,706.7039408,,Quintil_5,745.5263737,,,
0,ar,Lectura,6,general_pais,,1,Todos,ARGLectura6Todos,3,Nivel III,0.17410034,706.7039408,,Quintil_5,745.5263737,,,
0,ar,Lectura,6,general_pais,,1,Todos,ARGLectura6Todos,4,Nivel IV,0.15117413,706.7039408,,Quintil_5,745.5263737,,,
0,ar,Matemáticas,3,general_pais,,1,Todos,ARGMatemáticas3Todos,1,Nivel I,0.38996297,713.5427396,,Quintil_5,754.0216076,,,
0,ar,Matemáticas,3,general_pais,,1,Todos,ARGMatemáticas3Todos,2,Nivel II,0.26335743,713.5427396,,Quintil_5,754.0216076,,,
0,ar,Matemáticas,3,general_pais,,1,Todos,ARGMatemáticas3Todos,3,Nivel III,0.26560712,713.5427396,,Quintil_5,754.0216076,,,
0,ar,Matemáticas,3,general_pais,,1,Todos,ARGMatemáticas3Todos,4,Nivel IV,0.08107248,713.5427396,,Quintil_5,754.0216076,,,
0,ar,Matemáticas,6,general_pais,,1,Todos,ARGMatemáticas6Todos,1,Nivel I,0.36845105,717.7561166,,Quintil_5,752.9364596,,,
0,ar,Matemáticas,6,general_pais,,1,Todos,ARGMatemáticas6Todos,2,Nivel II,0.42455525,717.7561166,,Quintil_5,752.9364596,,,
0,ar,Matemáticas,6,general_pais,,1,Todos,ARGMatemáticas6Todos,3,Nivel III,0.15941946,717.7561166,,Quintil_5,752.9364596,,,
0,ar,Matemáticas,6,general_pais,,1,Todos,ARGMatemáticas6Todos,4,Nivel IV,0.04757423,717.7561166,,Quintil_5,752.9364596,,,
1.2,ar,Ciencias,6,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaCiencias6GéneroHombre,1,Nivel I,0.42417066,695.432548,2.707570549,Quintil_1,,0.7649931177,,
1.2,ar,Ciencias,6,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaCiencias6GéneroHombre,2,Nivel II,0.36382709,695.432548,2.707570549,Quintil_1,,0.7649931177,,
1.2,ar,Ciencias,6,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaCiencias6GéneroHombre,3,Nivel III,0.15553429,695.432548,2.707570549,Quintil_1,,0.7649931177,,
1.2,ar,Ciencias,6,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaCiencias6GéneroHombre,4,Nivel IV,0.05646796,695.432548,2.707570549,Quintil_1,,0.7649931177,,
1.2,ar,Lectura,3,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaLectura3GéneroHombre,1,Nivel I,0.43656904,692.683408,6.859121481,Quintil_1,672.4364927,2.055518576,,
1.2,ar,Lectura,3,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaLectura3GéneroHombre,2,Nivel II,0.21019522,692.683408,6.859121481,Quintil_1,672.4364927,2.055518576,,
1.2,ar,Lectura,3,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaLectura3GéneroHombre,3,Nivel III,0.24465492,692.683408,6.859121481,Quintil_1,672.4364927,2.055518576,,
1.2,ar,Lectura,3,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaLectura3GéneroHombre,4,Nivel IV,0.10858082,692.683408,6.859121481,Quintil_1,672.4364927,2.055518576,,
1.2,ar,Lectura,6,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaLectura6GéneroHombre,1,Nivel I,0.21146986,694.87903,8.827232478,Quintil_1,653.4161451,4.818364627,,
1.2,ar,Lectura,6,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaLectura6GéneroHombre,2,Nivel II,0.49868184,694.87903,8.827232478,Quintil_1,653.4161451,4.818364627,,
1.2,ar,Lectura,6,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaLectura6GéneroHombre,3,Nivel III,0.1583563,694.87903,8.827232478,Quintil_1,653.4161451,4.818364627,,
1.2,ar,Lectura,6,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaLectura6GéneroHombre,4,Nivel IV,0.131492,694.87903,8.827232478,Quintil_1,653.4161451,4.818364627,,
1.2,ar,Matemáticas,3,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaMatemáticas3GéneroHombre,1,Nivel I,0.41912458,710.132057,2.4935588,Quintil_1,680.1426538,2.5584422,,
1.2,ar,Matemáticas,3,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaMatemáticas3GéneroHombre,2,Nivel II,0.23797305,710.132057,2.4935588,Quintil_1,680.1426538,2.5584422,,
1.2,ar,Matemáticas,3,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaMatemáticas3GéneroHombre,3,Nivel III,0.2616312,710.132057,2.4935588,Quintil_1,680.1426538,2.5584422,,
1.2,ar,Matemáticas,3,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaMatemáticas3GéneroHombre,4,Nivel IV,0.08127116,710.132057,2.4935588,Quintil_1,680.1426538,2.5584422,,
1.2,ar,Matemáticas,6,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaMatemáticas6GéneroHombre,1,Nivel I,0.34505143,,1.874206123,Quintil_1,688.6821481,2.234142069,,
1.2,ar,Matemáticas,6,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaMatemáticas6GéneroHombre,2,Nivel II,0.43587112,,1.874206123,Quintil_1,688.6821481,2.234142069,,
1.2,ar,Matemáticas,6,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaMatemáticas6GéneroHombre,3,Nivel III,0.1666816,,1.874206123,Quintil_1,688.6821481,2.234142069,,
1.2,ar,Matemáticas,6,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaMatemáticas6GéneroHombre,4,Nivel IV,0.05239585,,1.874206123,Quintil_1,688.6821481,2.234142069,,
1.2,ar,Ciencias,6,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaCiencias6GéneroMujer,1,Nivel I,0.376434,703.025878,2.707570549,Quintil_1,,0.7649931177,,
1.2,ar,Ciencias,6,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaCiencias6GéneroMujer,2,Nivel II,0.41391334,703.025878,2.707570549,Quintil_1,,0.7649931177,,
1.2,ar,Ciencias,6,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaCiencias6GéneroMujer,3,Nivel III,0.15050191,703.025878,2.707570549,Quintil_1,,0.7649931177,,
1.2,ar,Ciencias,6,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaCiencias6GéneroMujer,4,Nivel IV,0.05915075,703.025878,2.707570549,Quintil_1,,0.7649931177,,
1.2,ar,Lectura,3,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaLectura3GéneroMujer,1,Nivel I,0.33274564,711.073825,6.859121481,Quintil_1,686.4310633,2.055518576,,
1.2,ar,Lectura,3,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaLectura3GéneroMujer,2,Nivel II,0.24342808,711.073825,6.859121481,Quintil_1,686.4310633,2.055518576,,
1.2,ar,Lectura,3,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaLectura3GéneroMujer,3,Nivel III,0.28880131,711.073825,6.859121481,Quintil_1,686.4310633,2.055518576,,
1.2,ar,Lectura,3,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaLectura3GéneroMujer,4,Nivel IV,0.13502496,711.073825,6.859121481,Quintil_1,686.4310633,2.055518576,,
1.2,ar,Lectura,6,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaLectura6GéneroMujer,1,Nivel I,0.12154158,719.035095,8.827232478,Quintil_1,688.256146,4.818364627,,
1.2,ar,Lectura,6,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaLectura6GéneroMujer,2,Nivel II,0.51624113,719.035095,8.827232478,Quintil_1,688.256146,4.818364627,,
1.2,ar,Lectura,6,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaLectura6GéneroMujer,3,Nivel III,0.19051841,719.035095,8.827232478,Quintil_1,688.256146,4.818364627,,
1.2,ar,Lectura,6,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaLectura6GéneroMujer,4,Nivel IV,0.17169888,719.035095,8.827232478,Quintil_1,688.256146,4.818364627,,
1.2,ar,Matemáticas,3,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaMatemáticas3GéneroMujer,1,Nivel I,0.36078964,716.954794,2.4935588,Quintil_1,698.1979553,2.5584422,,
1.2,ar,Matemáticas,3,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaMatemáticas3GéneroMujer,2,Nivel II,0.288752,716.954794,2.4935588,Quintil_1,698.1979553,2.5584422,,
1.2,ar,Matemáticas,3,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaMatemáticas3GéneroMujer,3,Nivel III,0.26958463,716.954794,2.4935588,Quintil_1,698.1979553,2.5584422,,
1.2,ar,Matemáticas,3,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaMatemáticas3GéneroMujer,4,Nivel IV,0.08087372,716.954794,2.4935588,Quintil_1,698.1979553,2.5584422,,
1.2,ar,Matemáticas,6,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaMatemáticas6GéneroMujer,1,Nivel I,0.39287459,,1.874206123,Quintil_1,673.7112165,2.234142069,,
1.2,ar,Matemáticas,6,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaMatemáticas6GéneroMujer,2,Nivel II,0.41274423,,1.874206123,Quintil_1,673.7112165,2.234142069,,
1.2,ar,Matemáticas,6,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaMatemáticas6GéneroMujer,3,Nivel III,0.15183954,,1.874206123,Quintil_1,673.7112165,2.234142069,,
1.2,ar,Matemáticas,6,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaMatemáticas6GéneroMujer,4,Nivel IV,0.04254164,,1.874206123,Quintil_1,673.7112165,2.234142069,,
1.2,ar,Ciencias,6,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaCiencias6GéneroHombre,1,Nivel I,0.42417066,695.432548,2.707570549,Quintil_5,726.946122,2.325834882,,
1.2,ar,Ciencias,6,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaCiencias6GéneroHombre,2,Nivel II,0.36382709,695.432548,2.707570549,Quintil_5,726.946122,2.325834882,,
1.2,ar,Ciencias,6,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaCiencias6GéneroHombre,3,Nivel III,0.15553429,695.432548,2.707570549,Quintil_5,726.946122,2.325834882,,
1.2,ar,Ciencias,6,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaCiencias6GéneroHombre,4,Nivel IV,0.05646796,695.432548,2.707570549,Quintil_5,726.946122,2.325834882,,
1.2,ar,Lectura,3,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaLectura3GéneroHombre,1,Nivel I,0.43656904,692.683408,6.859121481,Quintil_5,737.1550433,3.350672806,,
1.2,ar,Lectura,3,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaLectura3GéneroHombre,2,Nivel II,0.21019522,692.683408,6.859121481,Quintil_5,737.1550433,3.350672806,,
1.2,ar,Lectura,3,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaLectura3GéneroHombre,3,Nivel III,0.24465492,692.683408,6.859121481,Quintil_5,737.1550433,3.350672806,,
1.2,ar,Lectura,3,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaLectura3GéneroHombre,4,Nivel IV,0.10858082,692.683408,6.859121481,Quintil_5,737.1550433,3.350672806,,
1.2,ar,Lectura,6,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaLectura6GéneroHombre,1,Nivel I,0.21146986,694.87903,8.827232478,Quintil_5,726.5620832,5.440191531,,
1.2,ar,Lectura,6,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaLectura6GéneroHombre,2,Nivel II,0.49868184,694.87903,8.827232478,Quintil_5,726.5620832,5.440191531,,
1.2,ar,Lectura,6,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaLectura6GéneroHombre,3,Nivel III,0.1583563,694.87903,8.827232478,Quintil_5,726.5620832,5.440191531,,
1.2,ar,Lectura,6,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaLectura6GéneroHombre,4,Nivel IV,0.131492,694.87903,8.827232478,Quintil_5,726.5620832,5.440191531,,
1.2,ar,Matemáticas,3,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaMatemáticas3GéneroHombre,1,Nivel I,0.41912458,710.132057,2.4935588,Quintil_5,,1.596786447,,
1.2,ar,Matemáticas,3,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaMatemáticas3GéneroHombre,2,Nivel II,0.23797305,710.132057,2.4935588,Quintil_5,,1.596786447,,
1.2,ar,Matemáticas,3,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaMatemáticas3GéneroHombre,3,Nivel III,0.2616312,710.132057,2.4935588,Quintil_5,,1.596786447,,
1.2,ar,Matemáticas,3,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaMatemáticas3GéneroHombre,4,Nivel IV,0.08127116,710.132057,2.4935588,Quintil_5,,1.596786447,,
1.2,ar,Matemáticas,6,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaMatemáticas6GéneroHombre,1,Nivel I,0.34505143,,1.874206123,Quintil_5,,0.6732188109,,
1.2,ar,Matemáticas,6,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaMatemáticas6GéneroHombre,2,Nivel II,0.43587112,,1.874206123,Quintil_5,,0.6732188109,,
1.2,ar,Matemáticas,6,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaMatemáticas6GéneroHombre,3,Nivel III,0.1666816,,1.874206123,Quintil_5,,0.6732188109,,
1.2,ar,Matemáticas,6,Género,Indicador de género de los estudiantes,2,Hombre,ArgentinaMatemáticas6GéneroHombre,4,Nivel IV,0.05239585,,1.874206123,Quintil_5,,0.6732188109,,
1.2,ar,Ciencias,6,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaCiencias6GéneroMujer,1,Nivel I,0.376434,703.025878,2.707570549,Quintil_5,741.8347029,2.325834882,,
1.2,ar,Ciencias,6,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaCiencias6GéneroMujer,2,Nivel II,0.41391334,703.025878,2.707570549,Quintil_5,741.8347029,2.325834882,,
1.2,ar,Ciencias,6,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaCiencias6GéneroMujer,3,Nivel III,0.15050191,703.025878,2.707570549,Quintil_5,741.8347029,2.325834882,,
1.2,ar,Ciencias,6,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaCiencias6GéneroMujer,4,Nivel IV,0.05915075,703.025878,2.707570549,Quintil_5,741.8347029,2.325834882,,
1.2,ar,Lectura,3,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaLectura3GéneroMujer,1,Nivel I,0.33274564,711.073825,6.859121481,Quintil_5,759.0444469,3.350672806,,
1.2,ar,Lectura,3,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaLectura3GéneroMujer,2,Nivel II,0.24342808,711.073825,6.859121481,Quintil_5,759.0444469,3.350672806,,
1.2,ar,Lectura,3,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaLectura3GéneroMujer,3,Nivel III,0.28880131,711.073825,6.859121481,Quintil_5,759.0444469,3.350672806,,
1.2,ar,Lectura,3,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaLectura3GéneroMujer,4,Nivel IV,0.13502496,711.073825,6.859121481,Quintil_5,759.0444469,3.350672806,,
1.2,ar,Lectura,6,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaLectura6GéneroMujer,1,Nivel I,0.12154158,719.035095,8.827232478,Quintil_5,762.8806167,5.440191531,,
1.2,ar,Lectura,6,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaLectura6GéneroMujer,2,Nivel II,0.51624113,719.035095,8.827232478,Quintil_5,762.8806167,5.440191531,,
1.2,ar,Lectura,6,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaLectura6GéneroMujer,3,Nivel III,0.19051841,719.035095,8.827232478,Quintil_5,762.8806167,5.440191531,,
1.2,ar,Lectura,6,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaLectura6GéneroMujer,4,Nivel IV,0.17169888,719.035095,8.827232478,Quintil_5,762.8806167,5.440191531,,
1.2,ar,Matemáticas,3,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaMatemáticas3GéneroMujer,1,Nivel I,0.36078964,716.954794,2.4935588,Quintil_5,,1.596786447,,
1.2,ar,Matemáticas,3,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaMatemáticas3GéneroMujer,2,Nivel II,0.288752,716.954794,2.4935588,Quintil_5,,1.596786447,,
1.2,ar,Matemáticas,3,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaMatemáticas3GéneroMujer,3,Nivel III,0.26958463,716.954794,2.4935588,Quintil_5,,1.596786447,,
1.2,ar,Matemáticas,3,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaMatemáticas3GéneroMujer,4,Nivel IV,0.08087372,716.954794,2.4935588,Quintil_5,,1.596786447,,
1.2,ar,Matemáticas,6,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaMatemáticas6GéneroMujer,1,Nivel I,0.39287459,,1.874206123,Quintil_5,,0.6732188109,,
1.2,ar,Matemáticas,6,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaMatemáticas6GéneroMujer,2,Nivel II,0.41274423,,1.874206123,Quintil_5,,0.6732188109,,
1.2,ar,Matemáticas,6,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaMatemáticas6GéneroMujer,3,Nivel III,0.15183954,,1.874206123,Quintil_5,,0.6732188109,,
1.2,ar,Matemáticas,6,Género,Indicador de género de los estudiantes,2,Mujer,ArgentinaMatemáticas6GéneroMujer,4,Nivel IV,0.04254164,,1.874206123,Quintil_5,,0.6732188109,,
1.2,ar,Ciencias,6,Dependencia del establecimiento,"Indicador de la administración del establecimiento del cual el estudiante es parte, según la definición de cada país.",3,Privado,ArgentinaCiencias6Dependencia del establecimientoPrivado,1,Nivel I,0.2029176763,747.8387112,20.22168643,Quintil_1,692.4483286,2.029321785,,
1.2,ar,Ciencias,6,Dependencia del establecimiento,"Indicador de la administración del establecimiento del cual el estudiante es parte, según la definición de cada país.",3,Privado,ArgentinaCiencias6Dependencia del establecimientoPrivado,2,Nivel II,0.4151819834,747.8387112,20.22168643,Quintil_1,692.4483286,2.029321785,,
1.2,ar,Ciencias,6,Dependencia del establecimiento,"Indicador de la administración del establecimiento del cual el estudiante es parte, según la definición de cada país.",3,Privado,ArgentinaCiencias6Dependencia del establecimientoPrivado,3,Nivel III,0.2526919063,747.8387112,20.22168643,Quintil_1,692.4483286,2.029321785,,
1.2,ar,Ciencias,6,Dependencia del establecimiento,"Indicador de la administración del establecimiento del cual el estudiante es parte, según la definición de cada país.",3,Privado,ArgentinaCiencias6Dependencia del establecimientoPrivado,4,Nivel IV,0.129208434,747.8387112,20.22168643,Quintil_1,692.4483286,2.029321785,,
1.2,ar,Lectura,3,Dependencia del establecimiento,"Indicador de la administración del establecimiento del cual el estudiante es parte, según la definición de cada país.",3,Privado,ArgentinaLectura3Dependencia del establecimientoPrivado,1,Nivel I,0.220467822,742.0242754,18.07938447,Quintil_1,,1.249043191,,
1.2,ar,Lectura,3,Dependencia del establecimiento,"Indicador de la administración del establecimiento del cual el estudiante es parte, según la definición de cada país.",3,Privado,ArgentinaLectura3Dependencia del establecimientoPrivado,2,Nivel II,0.1964497788,742.0242754,18.07938447,Quintil_1,,1.249043191,,
1.2,ar,Lectura,3,Dependencia del establecimiento,"Indicador de la administración del establecimiento del cual el estudiante es parte, según la definición de cada país.",3,Privado,ArgentinaLectura3Dependencia del establecimientoPrivado,3,Nivel III,0.3698897987,742.0242754,18.07938447,Quintil_1,,1.249043191,,
1.2,ar,Lectura,3,Dependencia del establecimiento,"Indicador de la administración del establecimiento del cual el estudiante es parte, según la definición de cada país.",3,Privado,ArgentinaLectura3Dependencia del establecimientoPrivado,4,Nivel IV,0.2131926005,742.0242754,18.07938447,Quintil_1,,1.249043191,,
1.2,ar,Lectura,6,Dependencia del establecimiento,"Indicador de la administración del establecimiento del cual el estudiante es parte, según la definición de cada país.",3,Privado,ArgentinaLectura6Dependencia del establecimientoPrivado,1,Nivel I,0.05820985437,763.3943878,23.6686275,Quintil_1,,1.386971681,,
1.2,ar,Lectura,6,Dependencia del establecimiento,"Indicador de la administración del establecimiento del cual el estudiante es parte, según la definición de cada país.",3,Privado,ArgentinaLectura6Dependencia del establecimientoPrivado,2,Nivel II,0.3837129624,763.3943878,23.6686275,Quintil_1,,1.386971681,,
1.2,ar,Lectura,6,Dependencia del establecimiento,"Indicador de la administración del establecimiento del cual el estudiante es parte, según la definición de cada país.",3,Privado,ArgentinaLectura6Dependencia del establecimientoPrivado,3,Nivel III,0.2310322039,763.3943878,23.6686275,Quintil_1,,1.386971681,,
1.2,ar,Lectura,6,Dependencia del establecimiento,"Indicador de la administración del establecimiento del cual el estudiante es parte, según la definición de cada país.",3,Privado,ArgentinaLectura6Dependencia del establecimientoPrivado,4,Nivel IV,0.3270449793,763.3943878,23.6686275,Quintil_1,,1.386971681,,
1.2,ar,Matemáticas,3,Dependencia del establecimiento,"Indicador de la administración del establecimiento del cual el estudiante es parte, según la definición de cada país.",3,Privado,ArgentinaMatemáticas3Dependencia del establecimientoPrivado,1,Nivel I,0.2235768987,752.0854788,16.83886746,Quintil_1,,1.261213162,,
1.2,ar,Matemáticas,3,Dependencia del establecimiento,"Indicador de la administración del establecimiento del cual el estudiante es parte, según la definición de cada país.",3,Privado,ArgentinaMatemáticas3Dependencia del establecimientoPrivado,2,Nivel II,0.2422897482,752.0854788,16.83886746,Quintil_1,,1.261213162,,
1.2,ar,Matemáticas,3,Dependencia del establecimiento,"Indicador de la administración del establecimiento del cual el estudiante es parte, según la definición de cada país.",3,Privado,ArgentinaMatemáticas3Dependencia del establecimientoPrivado,3,Nivel III,0.3883096425,752.0854788,16.83886746,Quintil_1,,1.261213162,,
1.2,ar,Matemáticas,3,Dependencia del establecimiento,"Indicador de la administración del establecimiento del cual el estudiante es parte, según la definición de cada país.",3,Privado,ArgentinaMatemáticas3Dependencia del establecimientoPrivado,4,Nivel IV,0.1458237106,752.0854788,16.83886746,Quintil_1,,1.261213162,,
1.2,ar,Matemáticas,6,Dependencia del establecimiento,"Indicador de la administración del establecimiento del cual el estudiante es parte, según la definición de cada país.",3,Privado,ArgentinaMatemáticas6Dependencia del establecimientoPrivado,1,Nivel I,0.1978195441,764.915847,19.75375552,Quintil_1,,1.434749911,,
1.2,ar,Matemáticas,6,Dependencia del establecimiento,"Indicador de la administración del establecimiento del cual el estudiante es parte, según la definición de cada país.",3,Privado,ArgentinaMatemáticas6Dependencia del establecimientoPrivado,2,Nivel II,0.4132605766,764.915847,19.75375552,Quintil_1,,1.434749911,,
